status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
discarded,The Ensembl Variant Effect Predictor,William McLaren; Laurent Gil; Sarah Hunt; Harpreet Singh Riat; Graham R. S. Ritchie; Anja Thormann; Paul Flicek; Fiona Cunningham,2016,Genome biology,10.1186/s13059-016-0974-4,https://openalex.org/W2417483443,off-topic-false-hit,"The Ensembl Variant Effect Predictor is a powerful toolset for the analysis, annotation, and prioritization of genomic variants in coding and non-coding regions. It provides access to an extensive collection of genomic annotation, with a variety of interfaces to suit different requirements, and simple options for configuring and extending analysis. It is open source, free to use, and supports full reproducibility of results. The Ensembl Variant Effect Predictor can simplify and accelerate variant interpretation in a wide range of study designs.",openalex,llm,0.970,unreviewed,
discarded,"The OpenModelica Integrated Environment for Modeling, Simulation, and Model-Based Development",Peter Fritzson; Adrian Pop; Karim Abdelhak; Adeel Ashgar; Bernhard Bachmann; Willi Braun; Daniel Bouskela; Robert Braun; Lena Buffoni; Francesco Casella; Rodrigo Castro; Rüdiger Franke; Dag Fritzson; Mahder Gebremedhin; Andreas Heuermann; Bernt Lie; Alachew Mengist; Lars Mikelsons; Kannan M. Moudgalya; Lennart Ochel; Arunkumar Palanisamy; Vitalij Ruge; Wladimir Schamai; Martin Sjölund; Bernhard Thiele; John Tinnerholm; Per Östlund,2020,Modeling Identification and Control A Norwegian Research Bulletin,10.4173/mic.2020.4.1,https://openalex.org/W3105860145,off-topic-false-hit,"OpenModelica is a unique large-scale integrated open-source Modelica-and FMI-based modeling, simulation, optimization, model-based analysis and development environment. Moreover, the OpenModelica environment provides a number of facilities such as debugging; optimization; visualization and 3D animation; web-based model editing and simulation; scripting from Modelica, Python, Julia, and Matlab; efficient simulation and co-simulation of FMI-based models; compilation for embedded systems; Modelica-UML integration; requirement verification; and generation of parallel code for multi-core architectures. The environment is based on the equation-based object-oriented Modelica language and currently uses the MetaModelica extended version of Modelica for its model compiler implementation. This overview paper gives an up-to-date description of the capabilities of the system, short overviews of used open source symbolic and numeric algorithms with pointers to published literature, tool integration aspects, some lessons learned, and the main vision behind its development.",openalex,llm,0.960,unreviewed,
discarded,Reproducibility of neuroimaging analyses across operating systems,Tristan Glatard; Lindsay B. Lewis; Rafael Ferreira da Silva; Reza Adalat; Natacha Beck; Claude Lepage; Pierre Rioux; Marc-Étienne Rousseau; Tarek Sherif; Ewa Deelman; Najmeh Khalili‐Mahani; Alan C. Evans,2015,Frontiers in Neuroinformatics,10.3389/fninf.2015.00012,https://openalex.org/W1979051296,off-topic-false-hit,"Neuroimaging pipelines are known to generate different results depending on the computing platform where they are compiled and executed. We quantify these differences for brain tissue classification, fMRI analysis, and cortical thickness (CT) extraction, using three of the main neuroimaging packages (FSL, Freesurfer and CIVET) and different versions of GNU/Linux. We also identify some causes of these differences using library and system call interception. We find that these packages use mathematical functions based on single-precision floating-point arithmetic whose implementations in operating systems continue to evolve. While these differences have little or no impact on simple analysis pipelines such as brain extraction and cortical tissue classification, their accumulation creates important differences in longer pipelines such as subcortical tissue classification, fMRI analysis, and cortical thickness extraction. With FSL, most Dice coefficients between subcortical classifications obtained on different operating systems remain above 0.9, but values as low as 0.59 are observed. Independent component analyses (ICA) of fMRI data differ between operating systems in one third of the tested subjects, due to differences in motion correction. With Freesurfer and CIVET, in some brain regions we find an effect of build or operating system on cortical thickness. A first step to correct these reproducibility issues would be to use more precise representations of floating-point numbers in the critical sections of the pipelines. The numerical stability of pipelines should also be reviewed.",openalex,llm,0.960,unreviewed,
discarded,Linguistic variation in mediated diplomatic communication: a full multi-dimensional analysis of interpreted language in Chinese Regular Press Conferences,Yao Yao; Dechao Li; Yingqi Huang; Zhonggang Sang,2024,Humanities and Social Sciences Communications,10.1057/s41599-024-03967-6,https://openalex.org/W4403736772,off-topic-false-hit,"Abstract The integration of corpus linguistics within translation studies has revolutionised our understanding of mediated language. This study endeavours to advance this burgeoning field by employing a full multi-dimensional analysis to investigate linguistic variation in interpreted language within the specialised context of diplomatic discourse. Specifically, the research examines the co-occurring patterns of linguistic features in interpreted diplomatic language vis-à-vis its non-interpreted counterpart. Employing a multivariate statistical technique, this investigation conducted a factor analysis of 113 linguistic variables, yielding five distinct linguistic dimensions: (1) Involved vs. Informational Production, (2) Objective vs. Addressee-focused Narration, (3) Literate-Oral Continuum, (4) Information Elaboration, and (5) Narrative vs. Non-narrative Concerns. The resulting patterns demonstrate that interpreted diplomatic language tends to be more informative, objective, less elaborated, non-narrative, and aligns more closely with formal registers compared to its non-interpreted counterpart, although both navigate the literate-oral continuum. This study delineates the prevailing co-occurrence patterns in interpreted and non-interpreted diplomatic languages and seeks to elucidate the potential factors shaping these linguistic variations by situating these patterns within the context of diplomatic communication. In doing so, it contributes to a nuanced understanding of how specialised contexts influence mediated language use. The findings have significant implications for corpus-based interpreting studies, shedding light on the multi-dimensional nature of interpreted language and informing the development of targeted pedagogical approaches for diplomatic interpreter training.",openalex,llm,1.000,unreviewed,
discarded,A validating CIF parser: PyCIFRW,James Hester,2006,Journal of Applied Crystallography,10.1107/s0021889806015627,https://openalex.org/W2127383839,off-topic-false-hit,"PyCIFRW is a general-purpose Python package providing a simple, powerful interface for working with CIF files. Objects and methods are available for reading, writing and manipulating CIF files and dictionaries. Comprehensive validation of CIF files and dictionaries against DDL1 or DDL2 dictionaries is also possible. PyCIFRW is easily included in larger projects and is portable across a large number of platforms. Although written in an interpreted language, parsing and validation times are acceptable for most applications.",openalex,llm,0.890,unreviewed,
kept,Safe Parallel Programming in an Interpreted Language,Chen Ding; Brian Gernhardt; Pengcheng Li; Matthew Hertz,2014,UR Research (University of Rochester),,https://openalex.org/W2184375123,supports-claim,"Interpreted languages are increasingly used in agile software development. Parallel programming, however, is difficult because of the complexity of interpretation. As a result, most interpreted code cannot utilize today's multicore processors to obtain a parallel speedup. This report presents the design of \emph{safe parallel Ruby}. It shows the programming interface and the safe implementation through speculation. The focus are the problems of parallel memory management and the interaction between speculation, concurrency and garbage collection. In addition to the solutions, the report also shows the benefits of parallel Ruby such as modularity and the feasibility of the design through a prototype implementation and a set of preliminary tests.",openalex,llm,0.800,unreviewed,
discarded,GenX 3 : the latest generation of an established tool,Artur Glavic; M. Björck,2022,Journal of Applied Crystallography,10.1107/s1600576722006653,https://openalex.org/W4288884603,off-topic-false-hit,"software has been continuously developed and has established itself as a standard package for analyzing X-ray and neutron reflectometry data. The evolution of the software during the last two major revisions is reported here. This includes a simplified model builder for beginners, simple samples, additional sample models, statistical error analysis and the use of just-in-time compilation modules for the reflectometry kernel to achieve higher performance. In addition, the influence of experimental errors on the reflectivity curve is discussed, and new features are described that allow the user to include these in the error statistics to improve the fitting and uncertainty estimation.",openalex,llm,0.950,unreviewed,
kept,"ML Module Mania: A Type-Safe, Separately Compiled, Extensible Interpreter",Norman F. Ramsey,2006,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2005.11.045,https://openalex.org/W2138229876,supports-claim,"To illustrate the utility of a powerful modules language, this paper presents the embedded interpreter Lua-ML. The interpreter combines extensibility and separate compilation without compromising type safety. Its types are extended by applying a sum constructor to built-in types and to extensions, then tying a recursive knot using a two-level type; the sum constructor is written using an ML functor. The initial basis is extended by composing initialization functions from individual extensions, also using ML functors.",openalex,llm,0.840,unreviewed,
kept,A partial evaluator for the untyped lambda-calculus,Carsten K. Gomard; Neil D. Jones,1991,Journal of Functional Programming,10.1017/s0956796800000058,https://openalex.org/W2073378225,qualifies-claim,"Abstract This article describes theoretical and practical aspects of an implemented self-applicable partial evaluator for the untyped lambda-calculus with constants and a fixed point operator. To the best of our knowledge, it is the first partial evaluator that is simultaneously higher-order, non-trivial, and self-applicable. Partial evaluation produces a residual program from a source program and some of its input data. When given the remaining input data the residual program yields the same result that the source program would when given all its input data. Our partial evaluator produces a residual lambda-expression given a source lambda-expression and the values of some of its free variables. By self-application, the partial evaluator can be used to compile and to generate stand-alone compilers from a denotational or interpretive specification of a programming language. An essential component in our self-applicable partial evaluator is the use of explicit binding time information. We use this to annotate the source program, marking as residual the parts for which residual code is to be generated and marking as eliminable the parts that can be evaluated using only the data that is known during partial evaluation. We give a simple criterion, well-annotatedness, that can be used to check that the partial evaluator can handle the annotated higher-order programs without committing errors. Our partial evaluator is simple, is implemented in a side-effect free subset of Scheme, and has been used to compile and to generate compilers and a compiler generator. In this article we examine two machine-generated compilers and find that their structures are surprisingly natural.",openalex,llm,0.830,unreviewed,
discarded,,Karline Soetaert; Thomas Petzoldt; R. Woodrow Setzer,2010,Data Archiving and Networked Services (DANS),,https://openalex.org/W4387723339,off-topic-false-hit,"In this paper we present the R package deSolve to solve initial value problems (IVP) written as ordinary differential equations (ODE), differential algebraic equations (DAE) of index 0 or 1 and partial differential equations (PDE), the latter solved using the method of lines approach. The differential equations can be represented in R code or as compiled code. In the latter case, R is used as a tool to trigger the integration and post-process the results, which facilitates model development and application, whilst the compiled code significantly increases simulation speed. The methods implemented are efficient, robust, and well documented public-domain Fortran routines. They include four integrators from the ODEPACK package (LSODE, LSODES, LSODA, LSODAR), DVODE and DASPK2.0. In addition, a suite of Runge-Kutta integrators and special-purpose solvers to efficiently integrate 1-, 2- and 3-dimensional partial differential equations are available. The routines solve both stiff and non-stiff systems, and include many options, e.g., to deal in an efficient way with the sparsity of the Jacobian matrix, or finding the root of equations. In this article, our objectives are threefold: (1) to demonstrate the potential of using R for dynamic modeling, (2) to highlight typical uses of the different methods implemented and (3) to compare the performance of models specified in R code and in compiled code for a number of test cases. These comparisons demonstrate that, if the use of loops is avoided, R code can efficiently integrate problems comprising several thousands of state variables. Nevertheless, the same problem may be solved from 2 to more than 50 times faster by using compiled code compared to an implementation using only R code. Still, amongst the benefits of R are a more flexible and interactive implementation, better readability of the code, and access to RâÂÂs high-level procedures. deSolve is the successor of package odesolve which will be deprecated in the future; it is free software and distributed under the GNU General Public License, as part of the R software project.",openalex,llm,0.950,unreviewed,
discarded,Code Translation with Compiler Representations,Marc Szafraniec; Baptiste Rozière; Hugh Leather; François Charton; Patrick Labatut; Gabriel Synnaeve,2022,arXiv (Cornell University),10.48550/arxiv.2207.03578,https://openalex.org/W4285024991,off-topic-false-hit,"In this paper, we leverage low-level compiler intermediate representations (IR) to improve code translation. Traditional transpilers rely on syntactic information and handcrafted rules, which limits their applicability and produces unnatural-looking code. Applying neural machine translation (NMT) approaches to code has successfully broadened the set of programs on which one can get a natural-looking translation. However, they treat the code as sequences of text tokens, and still do not differentiate well enough between similar pieces of code which have different semantics in different languages. The consequence is low quality translation, reducing the practicality of NMT, and stressing the need for an approach significantly increasing its accuracy. Here we propose to augment code translation with IRs, specifically LLVM IR, with results on the C++, Java, Rust, and Go languages. Our method improves upon the state of the art for unsupervised code translation, increasing the number of correct translations by 11% on average, and up to 79% for the Java -> Rust pair with greedy decoding. We extend previous test sets for code translation, by adding hundreds of Go and Rust functions. Additionally, we train models with high performance on the problem of IR decompilation, generating programming source code from IR, and study using IRs as intermediary pivot for translation.",openalex,llm,0.980,unreviewed,
