status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
kept,Computational thinking.,Jeannette M. Wing,2006,Commun. ACM,10.1145/1118178.1118215,https://dblp.org/rec/journals/cacm/Wing06,CT-definition,,"openalex, dblp",human,,human,
kept,Demystifying computational thinking,Valerie J. Shute; Chen Sun; Jodi Asbell‐Clarke,2017,Educational Research Review,10.1016/j.edurev.2017.09.003,https://openalex.org/W2760706586,CT-facets-concepts-vs-practices,,"openalex, dblp",human,,human,
pending,Demystifying computational thinking for teacher candidates: A case study on Turkish secondary school pre-service teachers,Armağan Ateşkan; Deniz Ortaçtepe,2021,Education and Information Technologies,10.1007/s10639-021-10626-9,https://openalex.org/W3173725980,,,"openalex, dblp",human,,human,
pending,Computational Thinking Is More about Thinking than Computing,Yeping Li; Alan H. Schoenfeld; Andrea A. diSessa; Arthur C. Graesser; Lisa Benson; Lyn D. English; Richard A. Duschl,2020,Journal for STEM Education Research,10.1007/s41979-020-00030-2,https://openalex.org/W3028549437,,,"openalex, dblp",human,,human,
pending,On Computational Thinking and STEM Education,Yeping Li; Alan H. Schoenfeld; Andrea A. diSessa; Arthur C. Graesser; Lisa Benson; Lyn D. English; Richard A. Duschl,2020,Journal for STEM Education Research,10.1007/s41979-020-00044-w,https://openalex.org/W3063582799,,,"openalex, dblp",human,,human,
pending,Demystifying early childhood computational thinking: An umbrella review to upgrade the field,Weipeng Yang; Jiahong Su; Hui Li,2024,Future in Educational Research,10.1002/fer3.38,https://openalex.org/W4399245926,,"Abstract By transforming abstract problems into tangible solutions, computational thinking (CT) emerges as a foundational competency. This umbrella review synthesizes the current landscape of CT in early childhood, pivotal for fostering 21st‐century skills across multiple domains. A systematic search across Scopus, ACM Digital Library, and Web of Science yielded 13 review studies for analysis, addressing the integration of CT in early childhood education. Employing a narrative synthesis approach, the review illuminated key findings and highlighted future research trajectories. Findings indicate the centrality of creating sequences and events in imparting CT in early childhood, recommending more sophisticated concepts like loops and conditionals for older children. Instructional designs unearthed include scaffolding with narratives, tangible objects, and physical embodiments, balancing structured tasks and open‐ended engagement. Three categories of computational kits were discerned: physical, virtual, and hybrid kits. The Bee‐Bot and various LEGO kits were prevalent among CT learning tools, with interfaces ranging from physical buttons to hybrid systems. Efficacy was noted in tangible activities like unplugged applications and robotics in enhancing concrete understanding and competencies in coding, CT, and spatial skills. Concluding remarks discuss research gaps, future prospects, and provide actionable insights for educators and policy makers, calling for the co‐creation of an ecosystem of CT integration across early childhood curricula.","openalex, dblp",human,,human,
pending,From computational thinking to computational empowerment,Ole Sejer Iversen; Rachel Charlotte Smith; Christian Dindler,2018,,10.1145/3210586.3210592,https://openalex.org/W2886415993,,"We propose computational empowerment as an approach and a Participatory Design response to challenges related to digitalization of society and the emerging need for digital literacy in K12 education. Our approach extends the current focus on computational thinking to include contextual, human-centred and societal challenges and impacts involved in students' creative and critical engagement with digital technology. Our research is based on the [email protected] project, in which a PD approach to computational empowerment provided opportunities as well as further challenges for the complex agenda of digital technology in education. We argue that PD has the potential to drive a computational empowerment agenda in education by connecting political PD with contemporary visions for addressing a future digitalized labour market and society.","openalex, dblp",human,,human,
pending,Computational thinking development through creative programming in higher education,Margarida Roméro; Alexandre Lepage; Benjamin Lille,2017,International Journal of Educational Technology in Higher Education,10.1186/s41239-017-0080-z,https://openalex.org/W2772153049,,"Creative and problem-solving competencies are part of the so-called twenty-first century skills. The creative use of digital technologies to solve problems is also related to computational thinking as a set of cognitive and metacognitive strategies in which the learner is engaged in an active design and creation process and mobilized computational concepts and methods. At different educational levels, computational thinking can be developed and assessed through solving ill-defined problems. This paper introduces computational thinking in the context of Higher Education creative programming activities. In this study, we engage undergraduate students in a creative programming activity using Scratch. Then, we analyze the computational thinking scores of an automatic analysis tool and the human assessment of the creative programming projects. Results suggested the need for a human assessment of creative programming while pointing the limits of an automated analytical tool, which does not reflect the creative diversity of the Scratch projects and overrates algorithmic complexity.","openalex, dblp",human,,human,
pending,"Computational Thinking, Between Papert and Wing",Michael Lodi; Simone Martini,2021,Science & Education,10.1007/s11191-021-00202-5,https://openalex.org/W3158602079,,"Abstract The pervasiveness of Computer Science (CS) in today’s digital society and the extensive use of computational methods in other sciences call for its introduction in the school curriculum. Hence, Computer Science Education is becoming more and more relevant. In CS K-12 education, computational thinking (CT) is one of the abused buzzwords: different stakeholders (media, educators, politicians) give it different meanings, some more oriented to CS, others more linked to its interdisciplinary value. The expression was introduced by two leading researchers, Jeannette Wing (in 2006) and Seymour Papert (much early, in 1980), each of them stressing different aspects of a common theme. This paper will use a historical approach to review, discuss, and put in context these first two educational and epistemological approaches to CT. We will relate them to today’s context and evaluate what aspects are still relevant for CS K-12 education. Of the two, particular interest is devoted to “Papert’s CT,” which is the lesser-known and the lesser-studied. We will conclude that “Wing’s CT” and “Papert’s CT,” when correctly understood, are both relevant to today’s computer science education. From Wing, we should retain computer science’s centrality, CT being the (scientific and cultural) substratum of the technical competencies. Under this interpretation, CT is a lens and a set of categories for understanding the algorithmic fabric of today’s world. From Papert, we should retain the constructionist idea that only a social and affective involvement of students into the technical content will make programming an interdisciplinary tool for learning (also) other disciplines. We will also discuss the often quoted (and often unverified) claim that CT automatically “transfers” to other broad 21st century skills. Our analysis will be relevant for educators and scholars to recognize and avoid misconceptions and build on the two core roots of CT.","openalex, dblp",human,,human,
pending,Fostering computational thinking through educational robotics: a model for creative computational problem solving,Morgane Chevalier; Christian Giang; Alberto Piatti; Francesco Mondada,2020,International Journal of STEM Education,10.1186/s40594-020-00238-z,https://openalex.org/W3046440829,,"Abstract Background Educational robotics (ER) is increasingly used in classrooms to implement activities aimed at fostering the development of students’ computational thinking (CT) skills. Though previous works have proposed different models and frameworks to describe the underlying concepts of CT, very few have discussed how ER activities should be implemented in classrooms to effectively foster CT skill development. Particularly, there is a lack of operational frameworks, supporting teachers in the design, implementation, and assessment of ER activities aimed at CT skill development. The current study therefore presents a model that allows teachers to identify relevant CT concepts for different phases of ER activities and aims at helping them to appropriately plan instructional interventions. As an experimental validation, the proposed model was used to design and analyze an ER activity aimed at overcoming a problem that is often observed in classrooms: the trial-and-error loop, i.e., an over-investment in programming with respect to other tasks related to problem-solving. Results Two groups of primary school students participated in an ER activity using the educational robot Thymio. While one group completed the task without any imposed constraints, the other was subjected to an instructional intervention developed based on the proposed model. The results suggest that (i) a non-instructional approach for educational robotics activities (i.e., unlimited access to the programming interface) promotes a trial-and-error behavior; (ii) a scheduled blocking of the programming interface fosters cognitive processes related to problem understanding, idea generation, and solution formulation; (iii) progressively adjusting the blocking of the programming interface can help students in building a well-settled strategy to approach educational robotics problems and may represent an effective way to provide scaffolding. Conclusions The findings of this study provide initial evidence on the need for specific instructional interventions on ER activities, illustrating how teachers could use the proposed model to design ER activities aimed at CT skill development. However, future work should investigate whether teachers can effectively take advantage of the model for their teaching activities. Moreover, other intervention hypotheses have to be explored and tested in order to demonstrate a broader validity of the model.","openalex, dblp",human,,human,
pending,Computational thinking in programming with Scratch in primary schools: A systematic review,Janne Fagerlund; Päivi Häkkinen; Mikko Vesisenaho; Jouni Viiri,2020,Computer Applications in Engineering Education,10.1002/cae.22255,https://openalex.org/W3021329496,,"Abstract Computer programming is being introduced in educational curricula, even at the primary school level. One goal of this implementation is to teach computational thinking (CT), which is potentially applicable in various computational problem‐solving situations. However, the educational objective of CT in primary schools is somewhat unclear: curricula in various countries define learning objectives for topics, such as computer science, computing, programming or digital literacy but not for CT specifically. Additionally, there has been confusion in concretely and comprehensively defining and operationalising what to teach, learn and assess about CT in primary education even with popular programming akin to Scratch. In response to the growing demands of CT, by conducting a literature review on studies utilising Scratch in K–9, this study investigates what kind of CT has been assessed in Scratch at the primary education level. As a theoretical background for the review, we define a tangible educational objective for introducing CT comprehensively in primary education and concretise the fundamental skills and areas of understanding involved in CT as its “core educational principles”. The results of the review summarise Scratch programming contents that students can manipulate and activities in which they can engage that foster CT. Moreover, methods for formatively assessing CT via students' Scratch projects and programming processes are explored. The results underpin that the summarised “CT‐fostering” programming contents and activities in Scratch are vast and multidimensional. The next steps for this study are to refine pedagogically meaningful ways to assess CT in students' Scratch projects and programming processes.","openalex, dblp",human,,human,
