status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
pending,Health literacy and public health: A systematic review and integration of definitions and models,Kristine Sørensen; Stephan Van den Broucke; James Fullam; Gerardine Doyle; Jürgen M. Pelikan; Zofia Słońska; Helmut Brand,2012,BMC Public Health,10.1186/1471-2458-12-80,https://openalex.org/W2101761001,,"BACKGROUND: Health literacy concerns the knowledge and competences of persons to meet the complex demands of health in modern society. Although its importance is increasingly recognised, there is no consensus about the definition of health literacy or about its conceptual dimensions, which limits the possibilities for measurement and comparison. The aim of the study is to review definitions and models on health literacy to develop an integrated definition and conceptual model capturing the most comprehensive evidence-based dimensions of health literacy. METHODS: A systematic literature review was performed to identify definitions and conceptual frameworks of health literacy. A content analysis of the definitions and conceptual frameworks was carried out to identify the central dimensions of health literacy and develop an integrated model. RESULTS: The review resulted in 17 definitions of health literacy and 12 conceptual models. Based on the content analysis, an integrative conceptual model was developed containing 12 dimensions referring to the knowledge, motivation and competencies of accessing, understanding, appraising and applying health-related information within the healthcare, disease prevention and health promotion setting, respectively. CONCLUSIONS: Based upon this review, a model is proposed integrating medical and public health views of health literacy. The model can serve as a basis for developing health literacy enhancing interventions and provide a conceptual basis for the development and validation of measurement tools, capturing the different dimensions of health literacy within the healthcare, disease prevention and health promotion settings.","dblp, openalex, ieee, scopus",human,,human,
pending,Building health literacy system capacity: a framework for health literate systems,Kristine Sørensen; Diane Levin‐Zamir; Tuyen Van Duong; Orkan Okan; Virgínia Visconde Brasil; Don Nutbeam,2021,Health Promotion International,10.1093/heapro/daab153,https://openalex.org/W4200020326,,"The human and social implications of poor health literacy are substantial and wide-ranging. Health literacy represents the personal competencies and organizational structures, resources and commitment that enable people to access, understand, appraise and use information and services in ways that promote and maintain good health. A large-scale societal improvement of health literacy will require political buy-in and a systematic approach to the development of health literacy capacity at all levels. This article builds the case for enhancing health literacy system capacity and presents a framework with eight action areas to accommodate the structural transformation needed at micro, meso and macro levels, including a health literate workforce, health literate organization, health literacy data governance, people-centred services and environments based on user engagement, health literacy leadership, health literacy investments and financial resources, health literacy-informed technology and innovation, and partnerships and inter-sectoral collaboration. Investment in the health literacy system capacity ensures an imperative and systemic effort and transformation which can be multiplied and sustained over time and is resilient towards external trends and events, rather than relying on organizational and individual behavioural change alone. Nevertheless, challenges still remain, e.g. to specify the economic benefits more in detail, develop and integrate data governance systems and go beyond healthcare to engage in health literacy system capacity within a wider societal context.","dblp, openalex, ieee, scopus",human,,human,
pending,"Intentional and incidental second language vocabulary learning: a reappraisal of elaboration, rehearsal and automaticity",Jan H. Hulstijn,2001,Cambridge University Press eBooks,10.1017/cbo9781139524780.011,https://openalex.org/W1867068321,,"Introduction Most learners of a second language (L2) feel concerned with the burden of vocabulary learning and worry about the question of how to cope with the formidable task of learning thousands of words. This has been documented by a number of questionnaire, interview and case studies (Gu & Johnson, 1996; Jones, 1995; Lawson & Hogden, 1996; Porte, 1988; Sanaoui, 1995). Because of the sheer magnitude of the vocabulary learning task it is only quite natural that many L2 teachers feel uncertain about how to guide their students. Should they require their students to learn words intentionally, perhaps even by rote, or should they believe the rumours that intentional learning is not conducive to language learning? How much credence should they give to ideas like ‘new vocabulary must be presented in context’ and ‘the best way to acquire vocabulary is by “picking up” words incidentally, as a by-product of being exposed to large amounts of L2 input in reading and listening tasks’? This chapter will look at what various theories have to say about incidental and intentional vocabulary learning. It will focus especially on three issues of key importance for L2 pedagogy: (1) the quality of information processing when an unfamiliar word is first encountered; (2) the quantity and quality of rehearsal activities needed for a word to be permanently available; and (3) the training of automatic access to word knowledge necessary for fluent language use.","dblp, openalex, ieee, scopus",human,,human,
pending,English Language Learning and Technology,Carol A. Chapelle,2003,Language learning and language teaching,10.1075/lllt.7,https://openalex.org/W4242715983,,"This book explores implications for applied linguistics of recent developments in technologies used in second language teaching and assessment, language analysis, and language use. Focusing primarily on English language learning, the book identifies significant areas of interplay between technology and applied linguistics, and it explores current perspectives on perennial questions such as how theory and research on second language acquisition can help to inform technology-based language learning practices, how the multifaceted learning accomplished through technology can be evaluated, and how theoretical perspectives can offer insight on data obtained from research on interaction with and through technology. The book illustrates how the interplay between technology and applied linguistics can amplify and expand applied linguists’ understanding of fundamental issues in the field. Through discussion of computer-assisted approaches for investigating second language learning tasks and assessment, it illustrates how technology can be used as a tool for applied linguistics research.","dblp, openalex, ieee, scopus",human,,human,
pending,"Preparing language teachers to teach language online: a look at skills, roles, and responsibilities",Lily Compton,2009,Computer Assisted Language Learning,10.1080/09588220802613831,https://openalex.org/W1970474305,,This paper reviews and critiques an existing skills framework for online language teaching. This critique is followed by an alternative framework for online language teaching skills. This paper also uses a systems view to look at the roles and responsibilities of various stakeholders in an online learning system. Four major recommendations are provided to help language teacher training programs prepare future language teachers for online language teaching.,"dblp, openalex, ieee, scopus",human,,human,
pending,The Routledge Handbook of Language Revitalization,J. Shaun Nolan,2018,,10.4324/9781315561271,https://openalex.org/W2939248936,,"Efforts to revitalize languages are situated within the wider context of efforts to maintain and revitalize intangible expressions of culture more broadly, from music to dance to ritual and ceremonial traditions. In some ways, language revitalization efforts are considerably further advanced in both theory and practice than those relating to other cultural expressions. Taking music as a example, this chapter draws together the scholarly field of language revitalization with the growing investigations into music sustainability, making the case for close collaboration between sociolinguists and applied ethnomusicologists on these issues. It argues three main reasons: first, that collaboration will help consolidate a common language to describe and discuss the issues; second, that it will advance theoretical frameworks and tools to support our combined efforts; and third, it will strengthen advocacy around the need for revitalisation efforts, in the community, scholarly, and public spheres.","dblp, openalex, ieee, scopus",human,,human,
pending,Evaluating Training Programs,Randall W. Eberts; Christopher J. O’Leary,2005,Local economic and employment development,10.1787/9789264017092-12-en,https://openalex.org/W1482583898,,"Evaluating Local Economic and Employment Development is one of the few books to examine best practices in evaluating programmes for local and regional economic and employment development. Appropriate for a non-technical readership, this book contains policy proposals for central and local governments aimed at improving the practice of evaluation, enlarging the evidence base for policy and developing a culture of evaluation.","dblp, openalex, ieee, scopus",human,,human,
pending,OPTIMAL PSYCHOLINGUISTIC ENVIRONMENTS FOR DISTANCE FOREIGN LANGUAGE LEARNING,Catherine J. Doughty; Michael H. Long,2003,Institutional Repositories DataBase (IRDB),10.18999/forids.23.35,https://openalex.org/W2168064314,,"Rational choices among the numerous technological options available for foreign language teaching need to be based, in part, on psycholinguistic considerations. Which technological advances help create an optimal psycholinguistic environment for language learning, and which may be innovative but relatively unhelpful? One potential source of guidance is offered by the ten methodological principles of Task-Based Language Teaching（Long, 1985, and elsewhere）, each realizable by a variety of pedagogic procedures. Interest in TBLT derives from several sources, including its responsiveness to learners’ precisely specified communicative needs, the potential it offers for developing functional language proficiency without sacrificing grammatical accuracy, and its attempt to harmonize the way languages are taught with what SLA research has revealed about how they are learned. TBLT’s ten methodological principles are briefly defined and motivated, and illustrations provided of how the principles can inform choices among technological options in the particular case of distance education for the less commonly taught languages.","dblp, openalex, ieee, scopus",human,,human,
pending,Identifying Pathways Between Socioeconomic Status and Language Development,Amy Pace; Rufan Luo; Kathy Hirsh‐Pasek; Roberta Michnick Golinkoff,2016,Annual Review of Linguistics,10.1146/annurev-linguistics-011516-034226,https://openalex.org/W2291118760,,"Children from low-income backgrounds consistently perform below their more advantaged peers on standardized measures of language ability, setting long-term trajectories that translate into gaps in academic achievement. Our primary goals in this review are to describe how and why this is so, in order to focus attention on ways to enrich early language experiences across socioeconomic strata. We first review the literature on the relation between socioeconomic status (SES) and language ability across domains in early childhood. We then identify three potential pathways by which SES might influence language development—child characteristics, parent–child interaction, and availability of learning resources—recognizing the complicated interaction between the child's own language learning skill and his/her environmental support. Finally, we review interventions that target these three pathways with an eye toward best practice. Future research should focus on the diversity of contexts in which children acquire language and adopt methods of language measurement that are sensitive to cultural variation.","dblp, openalex, ieee, scopus",human,,human,
pending,The Programmer’s Assistant: Conversational Interaction with a Large Language Model for Software Development,Steven Ross; Fernando Martinez; Stephanie Houde; Michael Müller; Justin D. Weisz,2023,,10.1145/3581641.3584037,https://openalex.org/W4321013654,,"Large language models (LLMs) have recently been applied in software engineering to perform tasks such as translating code between programming languages, generating code from natural language, and autocompleting code as it is being written. When used within development tools, these systems typically treat each model invocation independently from all previous invocations, and only a specific limited functionality is exposed within the user interface. This approach to user interaction misses an opportunity for users to more deeply engage with the model by having the context of their previous interactions, as well as the context of their code, inform the model’s responses. We developed a prototype system – the Programmer’s Assistant – in order to explore the utility of conversational interactions grounded in code, as well as software engineers’ receptiveness to the idea of conversing with, rather than invoking, a code-fluent LLM. Through an evaluation with 42 participants with varied levels of programming experience, we found that our system was capable of conducting extended, multi-turn discussions, and that it enabled additional knowledge and capabilities beyond code generation to emerge from the LLM. Despite skeptical initial expectations for conversational programming assistance, participants were impressed by the breadth of the assistant’s capabilities, the quality of its responses, and its potential for improving their productivity. Our work demonstrates the unique potential of conversational interactions with LLMs for co-creative processes like software development.","dblp, openalex, ieee, scopus",human,,human,
pending,eHEALS: The eHealth Literacy Scale,Cameron D. Norman; Harvey A. Skinner,2006,Journal of Medical Internet Research,10.2196/jmir.8.4.e27,https://openalex.org/W1967390644,,"BACKGROUND: Electronic health resources are helpful only when people are able to use them, yet there remain few tools available to assess consumers' capacity for engaging in eHealth. Over 40% of US and Canadian adults have low basic literacy levels, suggesting that eHealth resources are likely to be inaccessible to large segments of the population. Using information technology for health requires eHealth literacy-the ability to read, use computers, search for information, understand health information, and put it into context. The eHealth Literacy Scale (eHEALS) was designed (1) to assess consumers' perceived skills at using information technology for health and (2) to aid in determining the fit between eHealth programs and consumers. OBJECTIVES: The eHEALS is an 8-item measure of eHealth literacy developed to measure consumers' combined knowledge, comfort, and perceived skills at finding, evaluating, and applying electronic health information to health problems. The objective of the study was to psychometrically evaluate the properties of the eHEALS within a population context. A youth population was chosen as the focus for the initial development primarily because they have high levels of eHealth use and familiarity with information technology tools. METHODS: Data were collected at baseline, post-intervention, and 3- and 6-month follow-up using control group data as part of a single session, randomized intervention trial evaluating Web-based eHealth programs. Scale reliability was tested using item analysis for internal consistency (coefficient alpha) and test-retest reliability estimates. Principal components factor analysis was used to determine the theoretical fit of the measures with the data. RESULTS: A total of 664 participants (370 boys; 294 girls) aged 13 to 21 (mean = 14.95; SD = 1.24) completed the eHEALS at four time points over 6 months. Item analysis was performed on the 8-item scale at baseline, producing a tight fitting scale with alpha = .88. Item-scale correlations ranged from r = .51 to .76. Test-retest reliability showed modest stability over time from baseline to 6-month follow-up (r = .68 to .40). Principal components analysis produced a single factor solution (56% of variance). Factor loadings ranged from .60 to .84 among the 8 items. CONCLUSIONS: The eHEALS reliably and consistently captures the eHealth literacy concept in repeated administrations, showing promise as tool for assessing consumer comfort and skill in using information technology for health. Within a clinical environment, the eHEALS has the potential to serve as a means of identifying those who may or may not benefit from referrals to an eHealth intervention or resource. Further research needs to examine the applicability of the eHEALS to other populations and settings while exploring the relationship between eHealth literacy and health care outcomes.","dblp, openalex, ieee, scopus",human,,human,
pending,The Cambridge Handbook of Language Standardization,Catherine Miller; Jacopo Falchetta,2021,Cambridge University Press eBooks,10.1017/9781108559249,https://openalex.org/W4206622783,,"Language standardization is the process by which conventional forms of a language are established and maintained. Bringing together internationally renowned experts, this Handbook provides a comprehensive overview of standardization, norms and standard languages. Chapters are grouped into five thematic areas: models and theories of standardization, questions of authority and legitimacy, literacy and education, borders and boundaries, and standardization in Late Modernity. Each chapter addresses a specific issue in detail, illustrating it with linguistic case studies and taking into account the particular political, social and cultural context. Showcasing cutting-edge research, it offers fresh perspectives that go beyond traditional accounts of the standardization of national European languages, and affords new insights into minoritized, indigenous and stateless languages. Surveying a wide range of languages and approaches, this Handbook is an essential resource for all those interested in language standards and standard languages.","dblp, openalex, ieee, scopus",human,,human,
pending,Speech and language therapy for aphasia following stroke,Marian Brady; Helen Kelly; Jon Godwin; Pam Enderby,2012,Cochrane Database of Systematic Reviews,10.1002/14651858.cd000425.pub3,https://openalex.org/W4210784362,,"BACKGROUND: Aphasia is an acquired language impairment following brain damage that affects some or all language modalities: expression and understanding of speech, reading and writing. Approximately one-third of people who have a stroke experience aphasia. OBJECTIVES: To assess the effectiveness of speech and language therapy (SLT) for aphasia following stroke. SEARCH METHODS: We searched the Cochrane Stroke Group Trials Register (last searched June 2011), MEDLINE (1966 to July 2011) and CINAHL (1982 to July 2011). In an effort to identify further published, unpublished and ongoing trials we handsearched the International Journal of Language and Communication Disorders (1969 to 2005) and reference lists of relevant articles and contacted academic institutions and other researchers. There were no language restrictions. SELECTION CRITERIA: Randomised controlled trials (RCTs) comparing SLT (a formal intervention that aims to improve language and communication abilities, activity and participation) with (1) no SLT; (2) social support or stimulation (an intervention that provides social support and communication stimulation but does not include targeted therapeutic interventions); and (3) another SLT intervention (which differed in duration, intensity, frequency, intervention methodology or theoretical approach). DATA COLLECTION AND ANALYSIS: We independently extracted the data and assessed the quality of included trials. We sought missing data from investigators. MAIN RESULTS: We included 39 RCTs (51 randomised comparisons) involving 2518 participants in this review. Nineteen randomised comparisons (1414 participants) compared SLT with no SLT where SLT resulted in significant benefits to patients' functional communication (standardised mean difference (SMD) 0.30, 95% CI 0.08 to 0.52, P = 0.008), receptive and expressive language. Seven randomised comparisons (432 participants) compared SLT with social support and stimulation but found no evidence of a difference in functional communication. Twenty-five randomised comparisons (910 participants) compared two approaches to SLT. There was no indication of a difference in functional communication. Generally, the trials randomised small numbers of participants across a range of characteristics (age, time since stroke and severity profiles), interventions and outcomes. Suitable statistical data were unavailable for several measures. AUTHORS' CONCLUSIONS: Our review provides some evidence of the effectiveness of SLT for people with aphasia following stroke in terms of improved functional communication, receptive and expressive language. However, some trials were poorly reported. The potential benefits of intensive SLT over conventional SLT were confounded by a significantly higher dropout from intensive SLT. More participants also withdrew from social support than SLT interventions. There was insufficient evidence to draw any conclusion regarding the effectiveness of any one specific SLT approach over another.","dblp, openalex, ieee, scopus",human,,human,
pending,Little languages: little maintenance?,Arie van Deursen; Paul Klint,1998,Journal of Software Maintenance Research and Practice,10.1002/(sici)1096-908x(199803/04)10:2<75::aid-smr168>3.0.co;2-5,https://openalex.org/W2114739399,,"So-called little, or domain-specific languages (DSLs), have the potential to make software maintenance simpler: domain experts can directly use the DSL to make required routine modifications. On the negative side, however, more substantial changes may become more difficult: such changes may involve altering the domain-specific language. This will require compiler technology knowledge, which not every commercial enterprise has easily available. Based on experience taken from industrial practice, we discuss the role of DSLs in software maintenance, the dangers introduced by using them, and techniques for controlling the risks involved. © 1998 John Wiley & Sons, Ltd.","dblp, openalex, ieee, scopus",human,,human,
pending,Digital Language Death,András Kornai,2013,PLoS ONE,10.1371/journal.pone.0077056,https://openalex.org/W1964045210,,"Of the approximately 7,000 languages spoken today, some 2,500 are generally considered endangered. Here we argue that this consensus figure vastly underestimates the danger of digital language death, in that less than 5% of all languages can still ascend to the digital realm. We present evidence of a massive die-off caused by the digital divide.","dblp, openalex, ieee, scopus",human,,human,
pending,AI and English language teaching: Affordances and challenges,Helen Crompton; Adam Edmett; Neenaz Ichaporia; Diane Burke,2024,British Journal of Educational Technology,10.1111/bjet.13460,https://openalex.org/W4393342727,,"Abstract English is one of the most used languages for jobs, markets, tourism, discourse and international connectivity. However, English learners face many challenges in gaining English language skills. Extant studies show that AI has affordances to support in English language teaching and learning ELT/L. This study answers the call to examine specific challenges and affordances for using AI in ELT/L. A systematic review method was used with PRISMA principles to identify 42 studies. Findings reveal the geographical locations of studies, learner ages and years of study. Grounded coding was then used to identify affordances of the use of AI in ELT/L in the areas of speaking, writing, reading, pedagogy and self‐regulation. AI in ELT/L challenges uncovered were technology breakdowns, limited capabilities, fear and standardising language. Policymakers, funders, practitioners and educational leaders can use the information provided in this study to gain a holistic understanding of the current trend in the use of AI in ELT/L, and practical implications are provided to guide future use of AI. Practitioner notes What is already known about this topic English is one of the most used languages for jobs, markets, tourism, discourse and international connectivity. Empirical evidence shows that pupils can often face difficulties when learning English, with challenges such as irregularity in English spelling. AI has supported language teaching and learning with studies showing that AI can support language‐specific skills. What this paper adds Provides the scholarly community with a unique systematic review in the use of AI in ELT/L across learner levels. Identifies affordances of AI in ELT/L in speaking, writing, reading, pedagogy and self‐regulation. Identifies challenges of AI in ELT/L in technology breakdowns, limited capabilities, fear and standardising language. Provides researchers with a review of the field with identification of gaps and future research opportunities. Implications for practice and/or policy Provides practical implications from the findings for educators, policy makers and program designers. Highlights the gaps in academic knowledge as a lack in the use of AI for assessment in ELT /L.","dblp, openalex, ieee, scopus",human,,human,
pending,Revisiting the limits of language: The odor lexicon of Maniq,Ewelina Wnuk; Asifa Majid,2014,Cognition,10.1016/j.cognition.2013.12.008,https://openalex.org/W2143838086,,,"dblp, openalex, ieee, scopus",human,,human,
pending,Designing payments for environmental services in theory and practice: An overview of the issues,Stefanie Engel; Stefano Pagiola; Sven Wunder,2008,Ecological Economics,10.1016/j.ecolecon.2008.03.011,https://openalex.org/W2153509701,,,"dblp, openalex, ieee, scopus",human,,human,
pending,,Miltiadis Allamanis; Earl T. Barr; Prémkumar Dévanbu; Charles Sutton,,Edinburgh Research Explorer (University of Edinburgh),,https://openalex.org/W2963935794,,"Research at the intersection of machine learning, programming languages, and software engineering has recently taken important steps in proposing learnable probabilistic models of source code that exploit the abundance of patterns of code. In this article, we survey this work. We contrast programming languages against natural languages and discuss how these similarities and differences drive the design of probabilistic models. We present a taxonomy based on the underlying design principles of each model and use it to navigate the literature. Then, we review how researchers have adapted these models to application areas and discuss cross-cutting and application-specific challenges and opportunities.","dblp, openalex, ieee, scopus",human,,human,
pending,Understanding in an instant: Neurophysiological evidence for mechanistic language circuits in the brain,Friedemann Pulvermüller; Yury Shtyrov; Olaf Hauk,2009,Brain and Language,10.1016/j.bandl.2008.12.001,https://openalex.org/W2128134362,,"How long does it take the human mind to grasp the idea when hearing or reading a sentence? Neurophysiological methods looking directly at the time course of brain activity indexes of comprehension are critical for finding the answer to this question. As the dominant cognitive approaches, models of serial/cascaded and parallel processing, make conflicting predictions on the time course of psycholinguistic information access, they can be tested using neurophysiological brain activation recorded in MEG and EEG experiments. Seriality and cascading of lexical, semantic and syntactic processes receives support from late (latency approximately 1/2s) sequential neurophysiological responses, especially N400 and P600. However, parallelism is substantiated by early near-simultaneous brain indexes of a range of psycholinguistic processes, up to the level of semantic access and context integration, emerging already 100-250ms after critical stimulus information is present. Crucially, however, there are reliable latency differences of 20-50ms between early cortical area activations reflecting lexical, semantic and syntactic processes, which are left unexplained by current serial and parallel brain models of language. We here offer a mechanistic model grounded in cortical nerve cell circuits that builds upon neuroanatomical and neurophysiological knowledge and explains both near-simultaneous activations and fine-grained delays. A key concept is that of discrete distributed cortical circuits with specific inter-area topographies. The full activation, or ignition, of specifically distributed binding circuits explains the near-simultaneity of early neurophysiological indexes of lexical, syntactic and semantic processing. Activity spreading within circuits determined by between-area conduction delays accounts for comprehension-related regional activation differences in the millisecond range.","dblp, openalex, ieee, scopus",human,,human,
pending,Perceptions challenges and ethical concerns of ChatGPT use in Indian higher education institutions,Singh A.,2026,Discover Education,10.1007/s44217-026-01300-8,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105035781228&origin=inward,,,"dblp, openalex, ieee, scopus",human,,human,
pending,A scoping review of artificial intelligence literacy in secondary education,Ghosh R.,2026,Discover Artificial Intelligence,10.1007/s44163-026-01408-8,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105046904116&origin=inward,,,"dblp, openalex, ieee, scopus",human,,human,
