status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction
discarded,Real-time Metacognition Feedback for Introductory Programming Using Machine Learning,"Beck, Phyllis J.; Mohammadi-Aragh, M. Jean; Archibald, Christopher; Jones, Bryan A.; Barton, Amy",2018,2018 IEEE FRONTIERS IN EDUCATION CONFERENCE (FIE),,https://www.webofscience.com/wos/woscc/full-record/WOS:000468396902014,adjacent-subtopic,"This is a Work in Progress Research to Practice Category paper. Research has shown that novice programmers struggle with learning introductory concepts and find it difficult to monitor their own progress. Teachers often have hundreds of students and multiple sections of programming courses to teach, making it infeasible to provide the amount of independent feedback each student may need to flourish. With limited instructor feedback, students who can self-monitor and self-assess their programming metacognition have a higher chance of developing a process for solving programming challenges. In this paper, we expand on the literate programming paradigm by using natural language processing and machine learning methods to automatically analyze and classify student programming metacognition levels through their source code comments. Our intent is to ultimately integrate our classification models into an interactive developer environment to provide real-time feedback to students about their metacognition while learning to program.",wos,llm,0.740,unreviewed,
kept,markdoc: Literate programming in Stata,"Haghish, E. F.",2016,STATA JOURNAL,,https://www.webofscience.com/wos/woscc/full-record/WOS:000392035900009,supports-claim,"Rigorous documentation of the analysis plan, procedure, and computer codes enhances the comprehensibility and transparency of data analysis. Documentation is particularly critical when the codes and data are meant to be publicly shared and examined by the scientific community to evaluate the analysis or adapt the results. The popular approach for documenting computer codes is known as literate programming, which requires preparing a trilingual script file that includes a programming language for running the data analysis, a human language for documentation, and a markup language for typesetting the document. In this article, I introduce markdoc, a software package for interactive literate programming and generating dynamic-analysis documents in Stata. markdoc recognizes Markdown, LATEX, and HTML markup languages and can export documents in several formats, such as PDF, Microsoft Office. docx, OpenOffice and LibreOffice. odt, LATEX, HTML, ePub, and Markdown.",wos,llm,0.990,unreviewed,
kept,Multifractal analysis for all,"Jurica, Peter",2015,FRONTIERS IN PHYSIOLOGY,10.3389/fphys.2015.00027,https://www.webofscience.com/wos/woscc/full-record/WOS:000349293000002,adjacent-subtopic,"Multifractal formalism and analysis have been described many times (Lopes and Betrouni, 2009). There are several approaches to the implementation of multifractal analysis and there numerous ways to present these (Olsen, 1995; Wendt et al., 2009; Ihlen, 2012). Ihlen's article, in the June 4th 2012 issue of Frontiers of Physiology, entitled “Introduction to multifractal detrended fluctuation analysis in Matlab” provides a guide to the application of the method (hereafter MFDFA). The paper is one of many about the implementation of multifractal analysis. Here, I want to highlight the advantages of Ihlen's presentation and value of its approach for the sharing of scientific method in general. To give weight to my arguments, I provide a reproduction of the MFDFA implementation in Python. 
 
Ihlen's presentation of MFDFA stands out from others in a number of respects. The article presents a recent and advanced concept, but it manages to do so at a level which anyone with basic MATLAB skills, independent of scientific background, should be able to follow. A similar paper would likely be found in the documentation of an MFDFA software library. However, Ihlen's paper appeared in a scientific journal. Thanks to this fact, and a proper peer-review, this “tutorial page” from a package's documentation offers a manual that is informative, easy to digest, yet is scientifically correct and elucidates a useful mathematical method of signal analysis to researchers without experience with complex mathematical notation. 
 
Scientific method should not be a black box. The purpose of software in science is similar to the purpose of mathematics: it is a tool for the communication of ideas. Often, mathematics and software complement each other: while mathematics is more abstract and general, software is the choice for practical applications. Both methods of communication fulfill their roles in science only if their products are well understood. Understanding mathematical descriptions requires brainpower, years of education and practical application. In the case of software, many of the requirements can be “downloaded.” The download approach, however, opens up a new space for errors due to inappropriate application of the method. Such errors can often be avoided if the workings of a method are clear and well explained. 
 
Is there a better way to teach a method than by demonstrating it, and its crucial properties, with real examples? The paper of Ihlen perhaps did not aim to follow the ideas of literate programming proposed by Knuth (1984), however it seems that it achieved some of the goals that Knuth and many others set for themselves about 30 years ago. The author explains MFDFA concepts from the ground up and backs every statement crucial to understanding and correct application of the method with a figure. Each of the figures in the publication can be obtained by copying, pasting and executing the code provided in the article. Another implementation of multifractal analysis by Wendt from IEEE Signal Processing Magazine (Wendt et al., 2009) is useful to draw the contrast between alternative approaches to method sharing. Wendt's article is independent of the toolbox's source code. As such, although correct, Wendt's implementation can be used without effort only as a black box. Ihlen's approach offers a second option: take only code snippets and compose your own implementation of MFDFA. 
 
The tutorial approach worked well and helped me not only to adopt MFDFA in my analyses, but also to apply it across implementation language boundaries. To this end I have reproduced some of Ihlen's results in the Python programming language in the form of an interactive notebook (http://bsp.brain.riken.jp/~juricap/mdfa/mdfaintro.html), and in an extension module. The notebook's code can be interactively explored through Python's IPython package (Perez and Granger, 2007), which is becoming a popular tool for keeping lab notes and sharing code with collaborators and reviewers (Shen, 2014). IPython notebooks use a web browser for their main user interface. Anyone interested in the package could start using it by downloading the notebooks, replacing the tutorial data files with their own, and exploring the method figure by figure. I believe that together with the text of the introduction to Ihlen's (2012) article, this package could make the MFDFA method accessible to all. 
 
The approach of notebooks and literate programming has one important benefit for any single author who offers scientific software for reuse: the access to a proper code review. No serious business releases code without a proper review; its reputation and potential for customers depend on it. In research backed by software, it seems that only the correctness of results matter; how we get them is secondary. Very few reviews will ever venture beyond the proverbial double click and a visual confirmation of expected results. However, if the method is reused, currently it is most often reused through the software. It is thus the software, not just its verbal or mathematical description, which should be reviewed. This can be facilitated by making software code into an intrinsic part of an article, following Ihlen's approach or Knuth's suggestions. Interactive reviews are already possible, for example through interactive notebooks (Shen, 2014). Just as with published articles, public code sharing will drive authors toward a better style for source code and comments, and toward code that is not only correct, but also easy to parse and interpret.",wos,llm,0.700,unreviewed,
kept,"Creating statistical reports in the past, present and future","Daroczi, Gergely",2014,ROMANIAN STATISTICAL REVIEW,,https://www.webofscience.com/wos/woscc/full-record/WOS:000217284000003,supports-claim,"The paper summarizes the most important milestones in the recent history of computer-aided data analysis, then suggests an alternative reporting workflow to the traditional statistical software methods by the means of an R package implementing statistical report templates with annotations in plain English.",wos,llm,0.840,unreviewed,
discarded,"Sustainable, Extensible Documentation Generation Using inlinedocs","Hocking, Toby Dylan; Wutzler, Thomas; Ponting, Keith; Grosjean, Philippe",2013,JOURNAL OF STATISTICAL SOFTWARE,,https://www.webofscience.com/wos/woscc/full-record/WOS:000324371300001,adjacent-subtopic,"This article presents inlinedocs, an R package for generating documentation from comments. The concept of structured, interwoven code and documentation has existed for many years, but existing systems that implement this for the R programming language do not tightly integrate with R code, leading to several drawbacks. This article attempts to address these issues and presents 2 contributions for documentation generation for the R community. First, we propose a new syntax for inline documentation of R code within comments adjacent to the relevant code, which allows for highly readable and maintainable code and documentation. Second, we propose an extensible system for parsing these comments, which allows the syntax to be easily augmented.",wos,llm,0.890,unreviewed,
kept,A Multi-Language Computing Environment for Literate Programming and Reproducible Research,"Schulte, Eric; Davison, Dan; Dye, Thomas; Dominik, Carsten",2012,JOURNAL OF STATISTICAL SOFTWARE,,https://www.webofscience.com/wos/woscc/full-record/WOS:000301069900001,supports-claim,"We present a new computing environment for authoring mixed natural and computer language documents. In this environment a single hierarchically-organized plain text source file may contain a variety of elements such as code in arbitrary programming languages, raw data, links to external resources, project management data, working notes, and text for publication. Code fragments may be executed in situ with graphical, numerical and textual output captured or linked in the file. Export to LATEX, HTML, LATEX beamer, DocBook and other formats permits working reports, presentations and manuscripts for publication to be generated from the file. In addition, functioning pure code files can be automatically extracted from the file. This environment is implemented as an extension to the Emacs text editor and provides a rich set of features for authoring both prose and code, as well as sophisticated project management capabilities.",wos,llm,0.980,unreviewed,
kept,Literate PSA modeling for a modular PSA,"Hibti, M.",2012,"ADVANCES IN SAFETY, RELIABILITY AND RISK MANAGEMENT",,https://www.webofscience.com/wos/woscc/full-record/WOS:000392426502047,adjacent-subtopic,"Now that PSAs are widely used to check and improve the design of many complex industrial systems, and as a key tool for maintenance planning and many Risk Informed Decision processes, it is time to take a look at the complexity of the tool and have a discussion on the way models are built and documented.

For Nuclear Power Plants, for example, many PSA models were developed and are used for maintenance and operational tasks. These models have been extended in many directions to meet licensees needs and safety authority requirements. The models nowadays deal not only with internal events, for shut-down and power states, but also with fire, flooding, and all external events in addition to other considerations with respect to different PSA applications.

These developments depend on the softwares that are used to develop the models. Moreover, the modeling was mostly performed regarding a set of needs, requirements, extensions that may not have necessarily been planned initially. This generally leads to very complex models. In this paper, we propose to pursue an idea of Donald Knuth (Literate Programming) to propose a Literate PSA Modeling. The idea is to implement PSA modeling in such a way that ""the presentation of the model"", its clarity and its accurate use shall be considered as an objective of a good PSA modeling. A prototype is proposed to give an idea of what could be a tool of literate PSA modeling. We discuss the benefits of such approach in a context of modular PSA, the reasons for which such an approach, initially introduced as Literate Programming was not successful in the computer science community and why it should be in the community of PSA modeling/programming.",wos,llm,0.780,unreviewed,
kept,Integrated Literate Programming for Structured Light Camera Calibration,"Skarbek, Wladyslaw",2012,"2012 JOINT CONFERENCE NEW TRENDS IN AUDIO & VIDEO AND SIGNAL PROCESSING: ALGORITHMS, ARCHITECTURES, ARRANGEMENTS, & APPLICATIONS (NTAV-SPA 2012)",,https://www.webofscience.com/wos/woscc/full-record/WOS:000393825800002,supports-claim,"Literate programming is a concept initially conceived by Professor Donald Knuth who had applied it in practice while developing his TEX formatting system. In my integrated approach I advocate the concept of literate programming in a single book, i.e. all levels of a created application ( including the descriptions of new algorithms) are joined together with all source codes in one PDF document, which is created from a tree of Latex documents. The code granularity can be of any detail. Even a single line of code is possible, surrounded by necessary comments, if needed. Codes can be composed sequentially and hierarchically. The presented paper will discuss advantages of the proposed programming methodology for developing software prototypes of applications within digital media one the example of calibration algorithms for a structured light camera system.",wos,llm,0.920,unreviewed,
kept,Implementing the Compendium Concept with Sweave and DOCSTRIP,"Lundholm, Michael",2011,R JOURNAL,,https://www.webofscience.com/wos/woscc/full-record/WOS:000208590200004,supports-claim,This article suggests an implementation of the compendium concept by combining Sweave and the LAT(E)X literate programming environment DOCSTRIP.,wos,llm,0.950,unreviewed,
kept,Implementing a Rigorous ODE Solver Through Literate Programming,"Nedialkov, Nedialko S.",2011,"MODELING, DESIGN, AND SIMULATION OF SYSTEMS WITH UNCERTAINTIES",,https://www.webofscience.com/wos/woscc/full-record/WOS:000293208200001,supports-claim,"Interval numerical methods produce results that can have the power of a mathematical proof. Although there is a substantial amount of theoretical work on these methods, little has been done to ensure that an implementation of an interval method can be readily verified. However, when claiming rigorous numerical results, it is crucial to ensure that there are no errors in their computation. Furthermore, when such a method is used in a computer assisted proof, it would be desirable to have its implementation published in a form that is convenient for verification by human experts.

We have applied Literate Programming (LP) to produce VNODE-LP, a C++ solver for computing rigorous bounds on the solution of an initial-value problem (IVP) for an ordinary differential equation (ODE). We have found LP well suited for ensuring that an implementation of a numerical algorithm is a correct translation of its underlying theory into a programming language: we can split the theory into small pieces, translate each of them, and keep mathematical expressions and the corresponding code close together in a unified document. Then it can be reviewed and checked for correctness by human experts, similarly to how a scientific work is examined in a peer-review process.",wos,llm,0.960,unreviewed,
discarded,"Of n-dimensional Dice, Combinatorial Optimization, and Reproducible Research: An Introduction","Brglez, Franc",2011,ELEKTROTEHNISKI VESTNIK,,https://www.webofscience.com/wos/woscc/full-record/WOS:000436077200004,adjacent-subtopic,"When throwing a solid object like a hexahedron, an octahedron or a tetrakis-hexahedron on a flat surface, we expect it to roll onto any of the faces with probabilities of exactly 1/6, 1/8, or 1/24, respectively. Informally, we view such objects as instances from the n-dimensional dice family; formally, they are instances from a hyperhedron family H(Theta,b,n). Each of the faces is assigned a label {(xi) under bar; Theta((xi) under bar)}; (xi) under bar represents a unique n-dimensional coordinate string (xi) under bar, Theta( (xi) under bar ) represents the value of the function Theta for (xi) under bar . The number of coordinates is defined as vertical bar H((xi) under bar ,b,n)vertical bar = b(n) (n!); each coordinate string is an oriented permutation with parameter b denoting the number of symbols that encode the unique orientation of each permutation. Special cases include the combinational family C(Theta,b,n) with vertical bar C(Theta,b,n)vertical bar = b(n) (each coordinate string is a unique n-tuple) and the (single orientation) permutation family P(Theta,b,n) with vertical bar P(Theta,b,n)vertical bar = n! (each coordinate string is a unique permutation). The paper introduces the hyperhedron not only as a model for instances that arise in the context of combinatorial optimization but also as a metaphor to illustrate a number of combinatorial search algorithms whose meta-structures do not change when instance coordinates change from an n-tuple to a simple or an oriented permutation of length n. The dice metaphor is applied to statistical performance experiments with instances whose dimension increases monotonically while the number of ""best faces"" remains constant. All results are archived as an integral part of reproducible research environment, controlled by components encapsulated in tcl, R, and (LTEX)-T-A.",wos,llm,0.640,unreviewed,
kept,Scribble: Closing the Book on Ad Hoc Documentation Tools,"Flatt, Matthew; Barzilay, Eli; Findler, Robert Bruce",2009,ACM SIGPLAN NOTICES,,https://www.webofscience.com/wos/woscc/full-record/WOS:000271211700013,supports-claim,"Scribble is a system for writing library documentation, user guides, and tutorials. It builds on PLT Scheme's technology for language extension, and at its heart is a new approach to connecting prose references with library bindings. Besides the base system, we have built Scribble libraries for JavaDoc-style API documentation, literate programming, and conference papers. We have used Scribble to produce thousands of pages of documentation for PLT Scheme; the new documentation is more complete, more accessible, and better organized, thanks in large part to Scribble's flexibility and the ease with which we cross-reference information across levels. This paper reports on the use of Scribble and on its design as both an extension and an extensible part of PLT Scheme.",wos,llm,0.930,unreviewed,
discarded,XML Lossy Text Compression: A Preliminary Study,"Bonifati, Angela; Lorusso, Marianna; Sileo, Domenica",2009,"DATABASE AND XML TECHNOLOGIES, PROCEEDINGS",,https://www.webofscience.com/wos/woscc/full-record/WOS:000271210700009,off-topic-false-hit,"Lossy compression techniques have been applied to image and text compression, yielding compression factors that axe vastly superior to lossless compression schemes. In this paper, we present a preliminary study on a set of lossy transformations for XML documents that preserve the semantics. Inspired by previous techniques, e.g. lossy text compression and literate programming, we apply a simple algorithm to XML syntactic constructs to loose superfluous layout information and redundant text. The obtained XML keeps the human-readability and machine-readability properties. Additionally, it can lead to a considerable reduction of its space occupancy and boost the application of conventional text compressors, thus representing a promising technology for several data management tasks.",wos,llm,0.980,unreviewed,
kept,Lightweight literate programming: A documentation practice,"Stavely, Allan; Walsh, Lynda; Shipman, John",2008,TECHNICAL COMMUNICATION,,https://www.webofscience.com/wos/woscc/full-record/WOS:000253339500002,supports-claim,,wos,llm,0.810,unreviewed,
discarded,AnnAnn and AnnAnn.Net : Tools for Teaching Programming,"Hooper, Clare J.; Carr, Leslie A.; Davis, Hugh C.; Millard, David E.; White, Su A.; Wills, Gary B.",2007,JOURNAL OF COMPUTERS,,https://www.webofscience.com/wos/woscc/full-record/WOS:000214985800002,adjacent-subtopic,"It is difficult for a student to learn about programs and to understand the rational that went into the development of the parts that led to the whole. Tools for explaining this essentially dynamic process are limited and typically static in nature, making it difficult for students to understand how it was developed, or where to start. This paper presents AnnAnn.Net, an animated code annotator which makes it possible to present the incremental development of code to large groups or for self study. The tool is designed for ease of use by both lecturers and students. The implementation and the ration for which are described in detail. The design of the system is underpinned by a sound pedagogical approach and these are discussed, along with the educational benefits of this approach are examined.",wos,llm,0.880,unreviewed,
kept,Literacy for the masses: Integrating software and knowledge reuse for end-user developers through literate programming,"Dinmore, Matthew; Norcio, Anthony F.",2007,IRI 2007: PROCEEDINGS OF THE 2007 IEEE INTERNATIONAL CONFERENCE ON INFORMATION REUSE AND INTEGRATION,,https://www.webofscience.com/wos/woscc/full-record/WOS:000250559700075,supports-claim,"We examine the potential for applying the literate programming approach to end-user development problems in which explicit knowledge capture and sharing is an objective. Research results from the literate programming literature are presented to support this concept, and recent work addressing previously recognized shortcomings of literate programming technology is highlighted. A prototype system and early experiences with an end-user literate programming are briefly described.",wos,llm,0.930,unreviewed,
discarded,How to encourage and publish reproducible research,"Kovacevic, Jelena",2007,"2007 IEEE International Conference on Acoustics, Speech, and Signal Processing, Vol IV, Pts 1-3",,https://www.webofscience.com/wos/woscc/full-record/WOS:000248909200319,adjacent-subtopic,"I discuss the ""what"", ""why"" and ""how"" or reproducible research, a concept that emerged recently in computational sciences. It refers to the idea that the ultimate product is not a published paper only, but the data, software and everything else needed to produce that paper. In signal processing, the discussion just started, and this paper attempts to add to the current efforts of bringing the issue to the forefront and looking for solutions to make it happen.",wos,llm,0.750,unreviewed,
kept,Multicomponent many-body perturbation theory for the simultaneous description of electronic and nuclear motion: Towards a practical implementation using literate programming methods,"Wilson, Stephen",2007,TOPICS IN THE THEORY OF CHEMICAL AND PHYSICAL SYSTEMS,,https://www.webofscience.com/wos/woscc/full-record/WOS:000246515800002,adjacent-subtopic,"The most widely used sequence of approximations in describing the structure and properties of molecules is first to assume the Born-Oppenheimer approximation to separate the electronic and the nuclear motions, then to decouple the electronic problem by assuming an independent particle model, and then to correct the mean field description by taking account of the instantaneous interactions of the electrons. (Nuclear degrees of freedom are often treated classically.) Many-body perturbation theory (MBPT) in its second-order form (designated MP2) remains the most widely used practical technique for describing the effects of electron correlation. MBPT is also invaluable in understanding the relation between different approaches to the electron correlation problem such as configuration interaction and various cluster expansions.

Recent years have seen a growing interest in the simultaneous description of electronic and nuclear motion. The nonadiabatic coupling between the electronic and nuclear motion manifest itself in numerous and rather diverse phenomena. An independent particle model can be formulated in which the averaged interactions between the electrons, between the electrons and the nuclei and between the nuclei are described quantum mechanically. Multicomponent MBPT can then be used to formulate the corresponding correlation problem accounting for electron-electron interactions, electron-nucleus interactions and nucleus-nucleus interactions in either algebraic or diagrammatic terms.

The practical realization of multicomponent MBPT rests on the development of efficient algorithms and the associated computer code. In recent work, we have advocated the use literate programming techniques in the development and publication of computer code for molecular structure calculations. We briefly discuss the application of these methods to the multicomponent many-body perturbation expansion.",wos,llm,0.790,unreviewed,
kept,"Literate many-body perturbation theory programming: Third-order ""ring"" diagrams","Wilson, Stephen",2007,Topics in the Theory of Chemical and Physical Systems,,https://www.webofscience.com/wos/woscc/full-record/WOS:000246515800001,adjacent-subtopic,"The application of literate programming methods in many-body perturbation theory is illustrated by considering the computation of the third-order ""ring"" diagram in the correlation energy expansion for a closed-shell, singlet system. An a posteriori application of literate programming techniques to a major component of the first published computer program for performing many-body perturbation theory calculations within the algebraic approximation is given.",wos,llm,0.830,unreviewed,
